"REF_DATE","GEO","DGUID","Country of residence","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-12","Newfoundland and Labrador","2016A000210","Ecuador","Persons","249","units","0","v126745","2.214","0","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Ecuador","Persons","249","units","0","v126745","2.214","0","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","Ecuador","Persons","249","units","0","v126745","2.214","0","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","Ecuador","Persons","249","units","0","v126745","2.214","0","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Ecuador","Persons","249","units","0","v126745","2.214","0","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","Falkland Islands (Malvinas)","Persons","249","units","0","v126746","2.215","0","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Falkland Islands (Malvinas)","Persons","249","units","0","v126746","2.215","0","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","Falkland Islands (Malvinas)","Persons","249","units","0","v126746","2.215","0","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","Falkland Islands (Malvinas)","Persons","249","units","0","v126746","2.215","0","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Falkland Islands (Malvinas)","Persons","249","units","0","v126746","2.215","0","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","French Guiana","Persons","249","units","0","v126747","2.216","0","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","French Guiana","Persons","249","units","0","v126747","2.216","0","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","French Guiana","Persons","249","units","0","v126747","2.216","0","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","French Guiana","Persons","249","units","0","v126747","2.216","0","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","French Guiana","Persons","249","units","0","v126747","2.216","0","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","Guyana","Persons","249","units","0","v126748","2.217","0","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Guyana","Persons","249","units","0","v126748","2.217","0","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","Guyana","Persons","249","units","0","v126748","2.217","0","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","Guyana","Persons","249","units","0","v126748","2.217","0","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Guyana","Persons","249","units","0","v126748","2.217","0","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","Paraguay","Persons","249","units","0","v126749","2.218","0","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Paraguay","Persons","249","units","0","v126749","2.218","0","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","Paraguay","Persons","249","units","0","v126749","2.218","0","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","Paraguay","Persons","249","units","0","v126749","2.218","0","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Paraguay","Persons","249","units","0","v126749","2.218","0","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","Peru","Persons","249","units","0","v126738","2.219","0","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Peru","Persons","249","units","0","v126738","2.219","0","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","Peru","Persons","249","units","0","v126738","2.219","0","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","Peru","Persons","249","units","0","v126738","2.219","0","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Peru","Persons","249","units","0","v126738","2.219","0","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","South Georgia and the South Sandwich Islands","Persons","249","units","0","v122610406","2.260","0","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","South Georgia and the South Sandwich Islands","Persons","249","units","0","v122610406","2.260","0","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","South Georgia and the South Sandwich Islands","Persons","249","units","0","v122610406","2.260","0","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","South Georgia and the South Sandwich Islands","Persons","249","units","0","v122610406","2.260","0","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","South Georgia and the South Sandwich Islands","Persons","249","units","0","v122610406","2.260","0","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","Suriname","Persons","249","units","0","v126739","2.220","0","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Suriname","Persons","249","units","0","v126739","2.220","0","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","Suriname","Persons","249","units","0","v126739","2.220","0","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","Suriname","Persons","249","units","0","v126739","2.220","0","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Suriname","Persons","249","units","0","v126739","2.220","0","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","Uruguay","Persons","249","units","0","v126740","2.221","0","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Uruguay","Persons","249","units","0","v126740","2.221","0","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","Uruguay","Persons","249","units","0","v126740","2.221","2","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","Uruguay","Persons","249","units","0","v126740","2.221","0","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Uruguay","Persons","249","units","0","v126740","2.221","0","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","Venezuela","Persons","249","units","0","v126741","2.222","2","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Venezuela","Persons","249","units","0","v126741","2.222","5","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","Venezuela","Persons","249","units","0","v126741","2.222","4","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","Venezuela","Persons","249","units","0","v126741","2.222","0","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Venezuela","Persons","249","units","0","v126741","2.222","0","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","Åland Islands","Persons","249","units","0","v122610407","2.261","0","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Åland Islands","Persons","249","units","0","v122610407","2.261","0","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","Åland Islands","Persons","249","units","0","v122610407","2.261","0","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","Åland Islands","Persons","249","units","0","v122610407","2.261","0","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Åland Islands","Persons","249","units","0","v122610407","2.261","0","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","Albania","Persons","249","units","0","v126534","2.16","0","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Albania","Persons","249","units","0","v126534","2.16","0","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","Albania","Persons","249","units","0","v126534","2.16","0","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","Albania","Persons","249","units","0","v126534","2.16","0","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Albania","Persons","249","units","0","v126534","2.16","0","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","Andorra","Persons","249","units","0","v126545","2.17","0","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Andorra","Persons","249","units","0","v126545","2.17","0","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","Andorra","Persons","249","units","0","v126545","2.17","0","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","Andorra","Persons","249","units","0","v126545","2.17","0","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Andorra","Persons","249","units","0","v126545","2.17","0","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","Austria","Persons","249","units","0","v126556","2.18","3","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Austria","Persons","249","units","0","v126556","2.18","31","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","Austria","Persons","249","units","0","v126556","2.18","19","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","Austria","Persons","249","units","0","v126556","2.18","24","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Austria","Persons","249","units","0","v126556","2.18","8","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","Azores","Persons","249","units","0","v126577","2.21","0","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Azores","Persons","249","units","0","v126577","2.21","0","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","Azores","Persons","249","units","0","v126577","2.21","0","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","Azores","Persons","249","units","0","v126577","2.21","0","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Azores","Persons","249","units","0","v126577","2.21","0","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","Belgium","Persons","249","units","0","v126529","2.3","4","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Belgium","Persons","249","units","0","v126529","2.3","20","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","Belgium","Persons","249","units","0","v126529","2.3","3","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","Belgium","Persons","249","units","0","v126529","2.3","11","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Belgium","Persons","249","units","0","v126529","2.3","4","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","Belarus","Persons","249","units","0","v126578","2.22","0","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Belarus","Persons","249","units","0","v126578","2.22","0","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","Belarus","Persons","249","units","0","v126578","2.22","0","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","Belarus","Persons","249","units","0","v126578","2.22","0","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Belarus","Persons","249","units","0","v126578","2.22","0","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","Bulgaria","Persons","249","units","0","v126579","2.23","0","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Bulgaria","Persons","249","units","0","v126579","2.23","3","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","Bulgaria","Persons","249","units","0","v126579","2.23","1","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","Bulgaria","Persons","249","units","0","v126579","2.23","0","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Bulgaria","Persons","249","units","0","v126579","2.23","0","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","Bosnia and Herzegovina","Persons","249","units","0","v760368","2.253","4","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Bosnia and Herzegovina","Persons","249","units","0","v760368","2.253","0","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","Bosnia and Herzegovina","Persons","249","units","0","v760368","2.253","0","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","Bosnia and Herzegovina","Persons","249","units","0","v760368","2.253","0","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Bosnia and Herzegovina","Persons","249","units","0","v760368","2.253","0","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","Canary Islands","Persons","249","units","0","v126580","2.24","0","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Canary Islands","Persons","249","units","0","v126580","2.24","0","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","Canary Islands","Persons","249","units","0","v126580","2.24","0","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","Canary Islands","Persons","249","units","0","v126580","2.24","0","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Canary Islands","Persons","249","units","0","v126580","2.24","0","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","Croatia","Persons","249","units","0","v126535","2.25","1","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Croatia","Persons","249","units","0","v126535","2.25","0","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","Croatia","Persons","249","units","0","v126535","2.25","0","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","Croatia","Persons","249","units","0","v126535","2.25","2","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Croatia","Persons","249","units","0","v126535","2.25","0","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","Czechoslovakia","Persons","249","units","0","v126536","2.26","0","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Czechoslovakia","Persons","249","units","0","v126536","2.26","0","","","","0"
"2020-02","Newfoundland and Labrador","2016A000210","Czechoslovakia","Persons","249","units","0","v126536","2.26","0","","","","0"
"2020-03","Newfoundland and Labrador","2016A000210","Czechoslovakia","Persons","249","units","0","v126536","2.26","0","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","Czechoslovakia","Persons","249","units","0","v126536","2.26","0","","","","0"
"2019-12","Newfoundland and Labrador","2016A000210","Czech Republic","Persons","249","units","0","v126537","2.27","0","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Czech Republic","Persons","249","units","0","v126537","2.27","0","","","","0"
